10.0,1424.0,157.154
57.0,1498.0,16.707
74.0,1498.0,10.284
15.0,1678.0,175.231
32.0,1678.0,73.846
27.0,1498.0,70.2
63.0,1519.0,146.231
75.0,1424.0,87.769
82.0,1498.0,21.182
13.0,1658.0,96.632
91.0,1658.0,17.904
12.0,1498.0,136.51
54.0,1678.0,171.538
99.0,1678.0,36.538
83.0,1678.0,81.0
12.0,1424.0,60.231
38.0,1498.0,38.816
74.0,1678.0,13.923
91.0,1678.0,73.692
38.0,1658.0,62.316
15.0,1519.0,47.846
79.0,1498.0,15.928
21.0,1658.0,85.03
83.0,1519.0,49.0
26.0,1658.0,77.415
40.0,1678.0,33.231
29.0,1678.0,25.923
86.0,1678.0,122.077
59.0,1678.0,34.385
19.0,1658.0,86.701
47.0,1658.0,56.858
36.0,1678.0,57.077
6.0,1678.0,181.769
63.0,1678.0,2.385
67.0,1678.0,113.077
3.0,1424.0,64.0
79.0,1678.0,3.923
93.0,1658.0,18.356
2.0,1498.0,192.029
90.0,1498.0,37.793
39.0,1424.0,179.538
10.0,1498.0,146.402
93.0,1519.0,52.385
7.0,1658.0,96.394
30.0,1658.0,67.869
26.0,1519.0,173.462
98.0,1678.0,161.846
28.0,1678.0,94.385
79.0,1658.0,23.365
58.0,1519.0,22.0
22.0,1424.0,157.846
39.0,1498.0,39.654
69.0,1678.0,77.538
5.0,1519.0,108.462
60.0,1658.0,43.399
55.0,1424.0,103.154
84.0,1519.0,113.077
30.0,1519.0,31.154
20.0,1519.0,93.538
73.0,1498.0,11.157
52.0,1424.0,150.308
85.0,1498.0,29.081
86.0,1498.0,28.336
98.0,1519.0,134.462
17.0,1678.0,120.308
40.0,1519.0,192.385
98.0,1424.0,72.846
20.0,1678.0,127.385
90.0,1424.0,112.385
1.0,1424.0,63.538
86.0,1424.0,147.077
20.0,1498.0,98.1
35.0,1498.0,44.466
4.0,1424.0,143.154
62.0,1424.0,163.923
19.0,1498.0,101.147
55.0,1658.0,43.854
76.0,1519.0,165.385
3.0,1498.0,178.684
25.0,1519.0,190.0
50.0,1658.0,54.338
24.0,1424.0,107.769
65.0,1424.0,54.923
90.0,1658.0,20.592
16.0,1519.0,122.615
52.0,1658.0,49.537
29.0,1658.0,75.217
91.0,1424.0,7.769
31.0,1498.0,57.881
64.0,1658.0,35.101
34.0,1498.0,46.604
87.0,1424.0,175.923
18.0,1498.0,106.789
92.0,1424.0,88.538
63.0,1424.0,51.615
3.0,1678.0,12.769
97.0,1678.0,47.154
21.0,1498.0,92.147
0.0,1498.0,204.1
70.0,1658.0,28.579
28.0,1519.0,127.462
97.0,1658.0,15.269
2.0,1658.0,111.981
55.0,1498.0,14.742
53.0,1678.0,27.923
13.0,1424.0,105.385
57.0,1678.0,4.308
87.0,1519.0,147.923
92.0,1498.0,42.636
13.0,1678.0,78.308
31.0,1658.0,69.43
24.0,1658.0,79.194
77.0,1424.0,31.846
7.0,1519.0,78.538
23.0,1519.0,122.846
43.0,1498.0,25.246
68.0,1424.0,34.769
92.0,1678.0,150.231
66.0,1658.0,37.757
52.0,1678.0,182.154
30.0,1424.0,147.077
51.0,1658.0,48.883
56.0,1678.0,91.154
1.0,1678.0,5.462
69.0,1424.0,83.0
12.0,1519.0,6.769
40.0,1658.0,57.194
53.0,1498.0,15.053
89.0,1498.0,40.263
67.0,1519.0,27.923
8.0,1424.0,98.154
46.0,1658.0,57.75
97.0,1498.0,60.136
9.0,1678.0,25.923
74.0,1519.0,99.846
29.0,1424.0,143.538
77.0,1658.0,29.371
84.0,1678.0,113.692
14.0,1658.0,87.037
87.0,1678.0,119.923
53.0,1519.0,145.462
26.0,1424.0,122.308
0.0,1519.0,142.769
45.0,1519.0,97.385
73.0,1678.0,37.077
85.0,1658.0,24.87
48.0,1658.0,48.076
71.0,1519.0,9.923
64.0,1519.0,5.0
35.0,1519.0,65.538
65.0,1678.0,38.154
49.0,1678.0,76.154
88.0,1424.0,51.0
54.0,1498.0,15.001
10.0,1658.0,100.072
11.0,1678.0,87.769
38.0,1519.0,66.077
22.0,1678.0,54.077
46.0,1519.0,39.538
97.0,1519.0,74.462
85.0,1519.0,186.769
22.0,1658.0,77.909
5.0,1424.0,133.692
37.0,1519.0,56.846
64.0,1498.0,8.644
48.0,1498.0,22.025
85.0,1424.0,124.923
57.0,1658.0,47.444
41.0,1424.0,122.154
36.0,1424.0,169.538
81.0,1678.0,83.308
7.0,1424.0,58.462
84.0,1424.0,76.077
94.0,1519.0,132.769
76.0,1658.0,25.387
24.0,1498.0,82.95
25.0,1658.0,73.5
47.0,1678.0,100.231
88.0,1519.0,150.923
50.0,1424.0,115.462
51.0,1498.0,14.44
90.0,1678.0,161.615
36.0,1498.0,43.422
89.0,1424.0,121.692
5.0,1498.0,168.676
73.0,1658.0,34.392
44.0,1658.0,51.961
31.0,1678.0,153.077
50.0,1519.0,112.308
18.0,1519.0,88.615
23.0,1678.0,104.923
44.0,1498.0,31.054
0.0,1678.0,85.692
96.0,1658.0,19.902
38.0,1424.0,184.154
77.0,1498.0,16.729
66.0,1519.0,23.385
27.0,1424.0,189.077
66.0,1498.0,10.401
61.0,1519.0,33.538
29.0,1498.0,64.703
15.0,1498.0,121.276
2.0,1519.0,99.769
61.0,1658.0,39.036
15.0,1424.0,109.231
55.0,1678.0,95.615
80.0,1424.0,19.077
61.0,1424.0,40.692
68.0,1519.0,75.846
41.0,1519.0,96.462
16.0,1498.0,120.853
50.0,1678.0,6.462
14.0,1519.0,168.538
